travel_order_sentence,start,end,middle
Boulevard de Port-Royal Rue de l'Abbé Rousselot en suivant le chemin de Rue Jacques Kablé,Boulevard de Port-Royal,Rue de l'Abbé Rousselot,Rue Jacques Kablé
Pour se diriger à Bouzonville je dois impérativement traverser Orange Mérignac-Arlac je voulais dire et je débute à Moyeuvre-Grande,Moyeuvre-Grande,Bouzonville,Mérignac-Arlac
Comment aller de Quai Saint-Bernard jusqu'à Rue des Grands Augustins,Quai Saint-Bernard,Rue des Grands Augustins,
Je veux me rendre chez mon ami qui habite à Cité Leclaire en partant de Voie Cd/15 mais avant je vais à Passage du Buisson Saint-Louis,Voie Cd/15,Cité Leclaire,Passage du Buisson Saint-Louis
Annule le passage par Voie S/19 nouveau trajet début Voie Ee/20 escale Passage des Soupirs fin Rue du Commandeur,Voie Ee/20,Rue du Commandeur,Passage des Soupirs
Plouneour brignogan plages à Froberville Hannon Etevaux à Loupiac de la reole,Etevaux,Loupiac de la reole,
Pour se diriger à Segos je dois impérativement traverser Angliers Moustier ventadour je voulais dire et je débute à Virieu le grand,Virieu le grand,Segos,Moustier ventadour
Si je suis à St anthot et que je dois aller jusqu'a St etienne de tinee tu peux me faire passer par Landes c'est important pour moi,St anthot,St etienne de tinee,Landes
Route de Porchefontaine pour Coursan,Porchefontaine,Coursan,
Comment aller à Place René Laennec en passant par Rue du Vieux Colombier ah enfaite je veux aller Avenue Joseph Bédier en passant par Place Maubert en partant de Rue Bosquet,Rue Bosquet,Avenue Joseph Bédier,Place Maubert
Pas par Autheuil authouillet direct de Planioles vers Veney,Planioles,Veney,
Le magasin de Voie Dl/20 est fermé du coup je dois partir de Passage des Panoramas m'arrêter à Rue Fernand Widal pour aller à Villa Santos-Dumont,Passage des Panoramas,Villa Santos-Dumont,Rue Fernand Widal
Comment aller à Sevran-Beaudottes en passant par Lamothe-Landerron ah enfaite je veux aller Coussey en passant par Mennessis en partant de Presles-Courcelles,Presles-Courcelles,Coussey,Mennessis
Comment faire pour aller de Aspin en lavedan à Le crotoy en passant par Franconville,Aspin en lavedan,Le crotoy,Franconville
Il neige à Belley du coup je pars de Virieu le grand arrêt à Basse goulaine destination Guiseniers,Virieu le grand,Guiseniers,Basse goulaine
Aller à Poinson les fayl en empruntant le chemin de Chauconin neufmontiers St saturnin en partant de Notre dame du parc,Notre dame du parc,Poinson les fayl,St saturnin
De Rue Michel Bréal pardon de Rue Henri Verneuil jusqu'à Avenue Edouard Vaillant,Rue Henri Verneuil,Avenue Edouard Vaillant,
Châteaudun Beuvrages pardon St-Pol-de-Léon en passant en face de Baume-les-Dames pour me rendre à Marseille-St-Charles,St-Pol-de-Léon,Marseille-St-Charles,Baume-les-Dames
Je dois poser quelque chose à Paris-Vaugirard entre Pins-Justaret et Montigny-Beauchamp,Pins-Justaret,Montigny-Beauchamp,Paris-Vaugirard
J'ai rendez-vous Voie Cp/12 je pars de Rue Albin Haller,Rue Albin Haller,Voie Cp/12,
Permet moi de me rendre de Montaigut à Maule en passant par Turenne,Montaigut,Maule,Turenne
Pensais partir Place du Québec mais en fait je me lance de Place Gabriel Kaspereit je récupère un truc à Rue Eugène Carrière puis Rue Pierre Mouillard,Place Gabriel Kaspereit,Rue Pierre Mouillard,Rue Eugène Carrière
Tu me disais Bouilhonnac hier La balme ce matin mais là je veux juste aller de Savy berlette à Schopperten,Savy berlette,Schopperten,
Je pensais aller Espéraza mais en fait je pars de Le Monastier je récupère un truc à Bagneaux-sur-Loing puis direction Le Havre,Le Monastier,Le Havre,Bagneaux-sur-Loing
Hey tu peux me déposer à Villa Industrielle ah et sur le chemin faut qu'on s'arrête à Rue Bargue,,Villa Industrielle,Rue Bargue
Moelan sur mer à Thal marmoutier ah non Les riceys à Jonville en woevre,Les riceys,Jonville en woevre,
Pour aller de Villa Nouvelle à Rue de l'Elysée je dois d'abord passer par Rue Vaugelas,Villa Nouvelle,Rue de l'Elysée,Rue Vaugelas
Je suis fatigué et je vais aller à la maison qui est à Passage de la Tour de Vanves mais je dois d'abord aller au travail puis partir de Boulevard de Denain pour aller à la maison,Boulevard de Denain,Passage de la Tour de Vanves,
T'es disponible pour me conduire je pars de Square Claude Debussy faut que je passe par Passage Sainte-Elisabeth avant d'arriver à Avenue Joseph Bédier,Square Claude Debussy,Avenue Joseph Bédier,Passage Sainte-Elisabeth
Je pars de Phalempin je vais à Donjeux,Phalempin,Donjeux,
Le GPS bug à Les brulais direction Chamigny Arfons,Chamigny,Arfons,
Annule le passage par Place Bienvenüe nouveau trajet début Rue Ponscarme escale Place Marlène Dietrich fin Passage Bourgoin,Rue Ponscarme,Passage Bourgoin,Place Marlène Dietrich
Il neige à Dumbea ga du coup je pars de Millencourt arrêt à Larringes destination La cabanasse,Millencourt,La cabanasse,Larringes
Comment je fais Rue de Tolbiac Rue du Colonel Oudot,Rue de Tolbiac,Rue du Colonel Oudot,
Je veux aller à Loriol Varetz en passant par La Barre-Ormesson en partant de Marolles-en-Hurepoix,Marolles-en-Hurepoix,Varetz,La Barre-Ormesson
J'habite à Rue du Commandeur je dois passer par Rue Albert Thomas pour aller à Rue de Lorraine,Rue du Commandeur,Rue de Lorraine,Rue Albert Thomas
Il me faut un itinéraire Arfons Berganty,Arfons,Berganty,
À Brugny vaudancourt j'ai besoin de d'abord passer par Art sur meurthe,,Brugny vaudancourt,Art sur meurthe
Comment aller de Les Saules jusqu'à Domène,Les Saules,Domène,
Position actuelle Epargnes direction Perrigny Hannon je voulais dire Remereville,Epargnes,Remereville,
Je vais faire Uzel pres l oust Lafrancaise en passant par Villeneuve st salves,Uzel pres l oust,Lafrancaise,Villeneuve st salves
Je vais de Avenue Anatole France à Voie Co/12 pas à Villa de la Renaissance,Avenue Anatole France,Voie Co/12,
Je suis à Cité Hittorf faut se diriger vers Rue Lauzin puis Rue du Cardinal Dubois,Cité Hittorf,Rue du Cardinal Dubois,Rue Lauzin
Je veux pas faire Voie Dm/20 ou Villa Championnet maintenant c'est Rue Gay-Lussac via Rue Géricault puis Avenue de la Grande Armée,Rue Gay-Lussac,Avenue de la Grande Armée,Rue Géricault
Allons à la Cuissai en partant de Vincent froideville mais avant ça je veux aller à Agey,Vincent froideville,Cuissai,Agey
Rue des Dames Hannon de Avenue du Général Détrie vers Rue Eugène Jumin,Avenue du Général Détrie,Rue Eugène Jumin,
Ste eulalie en born à Cadillac Hannon Les riceys à Servon melzicourt,Les riceys,Servon melzicourt,
Comment rejoindre Veney depuis Grainville sur odon,Grainville sur odon,Veney,
Ça sera Square Claude Debussy Voie Bg/16 puis Rue Rouget de l'Isle,Square Claude Debussy,Rue Rouget de l'Isle,Voie Bg/16
Je dois faire Pont-Cardinet St-Armel aujourd'hui,Pont-Cardinet,St-Armel,
Comment se rendre à Donjeux en partant de Le Grand-Jardin,Le Grand-Jardin,Donjeux,
Rue Coysevox Hannon de Place Jean Monnet vers Boulevard de Denain,Place Jean Monnet,Boulevard de Denain,
Un trajet de Lourdes vers Valenciennes s'il te plaît,Lourdes,Valenciennes,
Pour aller à Trezeny je dois traverser Ennetieres en weppes Boissieres je voulais dire et je débute à Oberdorff,Oberdorff,Trezeny,Boissieres
Je veux me rendre chez mon ami qui habite à Laneuville au pont en partant de Oberdorff mais avant je vais à Ste foy st sulpice,Oberdorff,Laneuville au pont,Ste foy st sulpice
Place Baudoyer à Rue Notre-Dame des Victoires c’est où,Place Baudoyer,Rue Notre-Dame des Victoires,
De Armix à Andance avec un crochet à Brametot avant je voulais voyager à Montsurs mais finalement je ne vais pas y voyager,Armix,Andance,Brametot
Je part de Cransac vers Thenissey et Péronne-la-Chapelette,Cransac,Péronne-la-Chapelette,Thenissey
Je suis près de Place Georges Berry à côté du supermarché je dois passer à la pharmacie de Rue des Volontaires avant d'aller à Place de Barcelone,Place Georges Berry,Place de Barcelone,Rue des Volontaires
J'ai dit Oloron-Ste-Marie non Dunkerque-Port-Ouest vers St-Armel,Dunkerque-Port-Ouest,St-Armel,
Je veux aller de Square des Aliscamps à Voie Bh/17,Square des Aliscamps,Voie Bh/17,
Surmont Baliros je fais quoi,Surmont,Baliros,
Alors Foug attends voilà Ceaux en loudun Hunspach par Sant andrea d orcino,Ceaux en loudun,Hunspach,Sant andrea d orcino
Rue Pierre Mouillard en prenant le passage de Rue Louis Loucheur,,Rue Pierre Mouillard,Rue Louis Loucheur
J'ai eu un rendez-vous chez mon ami qui habite dans le nord de Rue Charles Divry j'habite pas loin de Passage Savart et je dois pas aller à Avenue Ingres mais à côté à Quai d'Orsay,Passage Savart,Quai d'Orsay,
Rue de l'Abbé Rousselot direct apres Place Blanche Lefebvre depart Place Georges Berry,Place Georges Berry,Rue de l'Abbé Rousselot,Place Blanche Lefebvre
Je veux pas faire Rue de l'Arc En Ciel ou Avenue Ernest Reyer maintenant c'est Place Georges Berry via Cité de Gênes puis Porte Saint-James,Place Georges Berry,Porte Saint-James,Cité de Gênes
De Millencourt jusque Tournon sur rhone en passant Persac,Millencourt,Tournon sur rhone,Persac
Jonville en woevre Chamigny je fais comment,Jonville en woevre,Chamigny,
Aller à Passage des Panoramas en empruntant le chemin de Rue du Capitaine Madon Route du Champ de Manoeuvres en partant de Rue de l'Abbé Rousselot,Rue de l'Abbé Rousselot,Passage des Panoramas,Route du Champ de Manoeuvres
Je commence à Essouvert je finis à Trezeny ah et j'oubliais faut que je passe par Castel sarrazin entre les deux,Essouvert,Trezeny,Castel sarrazin
Mon pote m'attend à Guincourt faut qu'on aille à Sorrus,Guincourt,Sorrus,
Je suis en retard faut que j'aille de Rue Saint-Germain l'Auxerrois à Rue de Tahiti,Rue Saint-Germain l'Auxerrois,Rue de Tahiti,
Commence Verneusses continue Griselles termine Laneuville au pont,Verneusses,Laneuville au pont,Griselles
Emmène-moi à Rue de l'Evangile,,Rue de l'Evangile,
Je dois choper quelque chose à Caudéran-Mérignac en allant de Seurre vers Villabé,Seurre,Villabé,Caudéran-Mérignac
Cité des Fleurs ah non de Avenue des Peupliers vers Rue Albin Haller,Avenue des Peupliers,Rue Albin Haller,
Ma mère m'attend à Cérons sur la route entre Seurre et Pont-de-Claix,Seurre,Pont-de-Claix,Cérons
Je voudrais un billet de train pour Square Théophile Gautier non je voulais dire Rue des Gâtines et je partirai de Rue Eugène Jumin,Rue Eugène Jumin,Rue des Gâtines,
J'aimerais aller devant Riscle et là je pars de chez moi à Laval en belledonne,Laval en belledonne,Riscle,
J'ai eu un rendez-vous chez mon ami qui habite dans le nord de Auxy-Juranville j'habite pas loin de Lille CHR et je dois pas aller à Les Trillers mais à côté à St-Armel,Lille CHR,St-Armel,
J'ai une course à faire Luzy est sur mon trajet de Le Havre à Xertigny,Le Havre,Xertigny,Luzy
Je dois me rendre à Servon melzicourt,,Servon melzicourt,
J'ai eu un rendez-vous chez mon ami qui habite dans le nord de Rue Emile Ménier j'habite pas loin de Rue de Monbel et je dois pas aller à Rue de Phalsbourg mais à côté à Rue de Tolbiac,Rue de Monbel,Rue de Tolbiac,
Calcule-moi St-Aubin (Jura) passe par St-Fargeau fini à Moyeuvre-Grande vite,St-Aubin (Jura),Moyeuvre-Grande,St-Fargeau
Je pars de Cité Hittorf vers Route de la Demi Lune et Rue Rouget de l'Isle,Cité Hittorf,Rue Rouget de l'Isle,Route de la Demi Lune
On va à Mayronnes Sorrus et on part de Jonville en woevre,Jonville en woevre,Sorrus,
Permet moi de me rendre de Presles-Courcelles à Meximieux-Pérouges en passant par Azay-sur-Cher,Presles-Courcelles,Meximieux-Pérouges,Azay-sur-Cher
Je veux aller à Laneuville au pont mais pas directement d'abord je pars de Le crotoy et je dois passer par Lanneanou,Le crotoy,Laneuville au pont,Lanneanou
Je dois être à Douvres avant midi je pars de Oyonnax,Oyonnax,Douvres,
J'aimerais aller devant Allée Adrienne Lecouvreur et là je pars de chez moi à Impasse des Trois Soeurs,Impasse des Trois Soeurs,Allée Adrienne Lecouvreur,
C'était Rue Rouget de l'Isle hier aujourd'hui c'est Rue Paul Séjourné pause Square de la Mayenne terminus Cité Hittorf,Rue Paul Séjourné,Cité Hittorf,Square de la Mayenne
Je suis perdu je veux aller de Lourdes à Mériel,Lourdes,Mériel,
Départ Etevaux arrivée Lurcy,Etevaux,Lurcy,
Mon pote m'attend à Berganty faut qu'on aille à Coteaux du blanzacais,Berganty,Coteaux du blanzacais,
J'ai besoin d'un itinéraire Alors on va dire départ Vincent froideville arrivée Mouflieres ah non non Laneuville au pont pardon mais faut passer par Mouflieres,Vincent froideville,Laneuville au pont,Mouflieres
J'habite à Rue Nationale je dois passer par Avenue Winston Churchill pour aller à Rue Miguel Hidalgo,Rue Nationale,Rue Miguel Hidalgo,Avenue Winston Churchill
Faut que je parte de Bailleul-Sir-Berthoult pour aller à Donjeux,Bailleul-Sir-Berthoult,Donjeux,
Je vais de Frehel à Epargnes pas à Nibas,Frehel,Epargnes,
Calcul d'itinéraire Allée Adrienne Lecouvreur vers Rue de Tahiti,Allée Adrienne Lecouvreur,Rue de Tahiti,
Je voudrais aller à Passage Goix Voie Cg/15 plutôt et je partirai de Rue de l'Evangile,Rue de l'Evangile,Voie Cg/15,
On se capte à St gervais les bains puis direction Inchy en artois avant de finir à Marmont pachas ça te va,St gervais les bains,Marmont pachas,Inchy en artois
Comment rejoindre Héricy depuis Bibliothèque-François-Mitterrand,Bibliothèque-François-Mitterrand,Héricy,
Je pars de Rue Guy Môquet je passe par Arcades des Champs Elysées et j'arrive à Rue Nationale,Rue Guy Môquet,Rue Nationale,Arcades des Champs Elysées
Je me trouve Lebetain objectif Laval en belledonne,Lebetain,Laval en belledonne,
Faut que je parte de Avenue des Pavillons pour aller à Voie Cg/15,Avenue des Pavillons,Voie Cg/15,
Ma mère m'attend à Bornel-Belle-Église sur la route entre Vélines et Ebersheim,Vélines,Ebersheim,Bornel-Belle-Église
Je dois absolument croiser Impasse Louvat pour aller à Villa Industrielle en partant de Avenue de la Grande Armée,Avenue de la Grande Armée,Villa Industrielle,Impasse Louvat
Comment faire pour aller de Voie Gc/13 à Rue Miguel Hidalgo en passant par Place Maurice Couve de Murville,Voie Gc/13,Rue Miguel Hidalgo,Place Maurice Couve de Murville
Je dois être à Lurcy je suis à Beaucourt en santerre,Beaucourt en santerre,Lurcy,
Il me faut un itinéraire Rue Henri Verneuil Rue Mercoeur,Rue Henri Verneuil,Rue Mercoeur,
De Igny à Héricy Ablon et Béthune sont barrés,Igny,Héricy,
J'ai rendez-vous à Rue Saint-Honoré à 14h puis je dois aller à Rue Lécuyer je suis à Chemin des Gravilliers,Chemin des Gravilliers,Rue Lécuyer,Rue Saint-Honoré
Je suis à Brugny vaudancourt faut se diriger vers Montrond le chateau puis Moulin neuf,Brugny vaudancourt,Moulin neuf,Montrond le chateau
Il neige à Rue Paul Borel du coup je pars de Rue du Commandeur arrêt à Rue Florian destination Cité du Sacré-Coeur,Rue du Commandeur,Cité du Sacré-Coeur,Rue Florian
Je suis Bouray je veux aller Jussey,Bouray,Jussey,
Je veux aller de Peyrusse grande jusqu'à St etienne de puycorbier mais pas directement Faut que je fasse un arrêt à Chateau renard avant d'arriver,Peyrusse grande,St etienne de puycorbier,Chateau renard
De Rue Lisfranc à Voie Cg/15 Allée Henry Dunant et Avenue de l'Abbé Roussel sont barrés,Rue Lisfranc,Voie Cg/15,
Quercitello en partant à Cerisy non à Evillers je mélange,Evillers,Quercitello,
On part de Ossès-St-Martin-d'Arrossa on s'arrête en face de St-Égrève-St-Robert puis Watten-Éperlecques,Ossès-St-Martin-d'Arrossa,Watten-Éperlecques,St-Égrève-St-Robert
Calcul d'itinéraire Villa d'Alésia vers Quai Saint-Bernard,Villa d'Alésia,Quai Saint-Bernard,
Boulevard de Port-Royal arrêt Rue Fenoux fin Rue René Boulanger,Boulevard de Port-Royal,Rue René Boulanger,Rue Fenoux
Besoin d'un chauffeur départ Espedaillac arrêt obligatoire à La forest landerneau arrivée finale Segos,Espedaillac,Segos,La forest landerneau
Je vais à Voie Cg/15 et là j'étais à Rue Baudelique mais maintenant je suis à Passage Vallet,Passage Vallet,Voie Cg/15,
Calcul d'itinéraire Rue de Villafranca vers Rue Notre-Dame de Recouvrance,Rue de Villafranca,Rue Notre-Dame de Recouvrance,
calcule-moi un itinéraire de Cuissai attends avec un arrêt à Ruch pour aller à Trezeny,Cuissai,Trezeny,Ruch
Lourdes Donjeux je fais quoi,Lourdes,Donjeux,
Je dois me rendre chez ma mère là elle habite à Poliénas mais là je suis à Villefranche-sur-Cher et avant ça j'ai besoin de passer devant un magasin qui est à Pithiviers,Villefranche-sur-Cher,Poliénas,Pithiviers
Direction Villa d'Alésia depuis Rue Marietta Alboni,Rue Marietta Alboni,Villa d'Alésia,
Comment on va de Rue Pelée à Avenue des Peupliers,Rue Pelée,Avenue des Peupliers,
Gourdon Hannon de St-Martin-le-Beau vers Graffenwald,St-Martin-le-Beau,Graffenwald,
Je me trouve Rue Albin Haller objectif Rue des Gâtines,Rue Albin Haller,Rue des Gâtines,
J'ai rendez-vous Loupiac de la reole je pars de Servon melzicourt,Servon melzicourt,Loupiac de la reole,
Comment on va de Impasse Salembrière à Cour Jacques Viguès,Impasse Salembrière,Cour Jacques Viguès,
